"","q","user_id","party","response_1","response_2","response_3","truth","set","network","pair_id","experiment","remove_extreme"
"2660","Unemployment",129,"Dem",6.1,7.2,7.2,4.9,"B","Social",1,1,NA
"2661","Election",163,"Dem",200,212,154,224.6,"B","Social",1,1,NA
"2662","Taxes",194,"Dem",13,11,14,14.6,"B","Social",1,1,NA
"2663","Election",198,"Dem",NA,140,160,224.6,"B","Social",1,1,NA
"2664","Election",157,"Dem",290,220,220,224.6,"B","Social",1,1,NA
"2665","Election",137,"Dem",245,245,245,224.6,"B","Social",1,1,NA
"2666","Unemployment",130,"Dem",6,5.7,5,4.9,"B","Social",1,1,NA
"2667","Unemployment",134,"Dem",16,5,5,4.9,"B","Social",1,1,NA
"2668","Election",128,"Dem",200,200,200,224.6,"B","Social",1,1,NA
"2669","California",196,"Dem",56,40,52,60.2,"B","Social",1,1,NA
"2670","Unemployment",181,"Dem",11,8,9,4.9,"B","Social",1,1,NA
"2671","Unemployment",142,"Dem",80,15,10,4.9,"B","Social",1,1,NA
"2672","Unemployment",167,"Dem",4.7,5,5,4.9,"B","Social",1,1,NA
"2673","California",197,"Dem",35,60,40,60.2,"B","Social",1,1,NA
"2674","Unemployment",169,"Dem",4.7,5,5,4.9,"B","Social",1,1,NA
"2675","Unemployment",157,"Dem",4.7,4.8,5,4.9,"B","Social",1,1,NA
"2676","Taxes",178,"Dem",18,17,19,14.6,"B","Social",1,1,NA
"2677","Unemployment",140,"Dem",14,6,4,4.9,"B","Social",1,1,NA
"2678","Election",131,"Dem",305,315,300,224.6,"B","Social",1,1,NA
"2679","Taxes",130,"Dem",23,22,21,14.6,"B","Social",1,1,NA
"2680","Taxes",134,"Dem",25,26,24,14.6,"B","Social",1,1,NA
"2681","Taxes",196,"Dem",16,16,16,14.6,"B","Social",1,1,NA
"2682","California",172,"Dem",45,45,43,60.2,"B","Social",1,1,NA
"2683","Taxes",126,"Dem",12,15,14,14.6,"B","Social",1,1,NA
"2684","Unemployment",200,"Dem",4,12,5,4.9,"B","Social",1,1,NA
"2685","Taxes",172,"Dem",15,16,18,14.6,"B","Social",1,1,NA
"2686","Taxes",181,"Dem",22,20,24,14.6,"B","Social",1,1,NA
"2687","Election",200,"Dem",150,223,210,224.6,"B","Social",1,1,NA
"2688","Taxes",137,"Dem",12,26,12,14.6,"B","Social",1,1,NA
"2689","Election",169,"Dem",195,210,230,224.6,"B","Social",1,1,NA
"2690","Unemployment",197,"Dem",4,5,5,4.9,"B","Social",1,1,NA
"2691","Taxes",169,"Dem",14,15,14,14.6,"B","Social",1,1,NA
"2692","Election",141,"Dem",230,180,170,224.6,"B","Social",1,1,NA
"2693","California",163,"Dem",40,32,45,60.2,"B","Social",1,1,NA
"2694","Election",161,"Dem",150,25,10,224.6,"B","Social",1,1,NA
"2695","Unemployment",131,"Dem",8,6,8,4.9,"B","Social",1,1,NA
"2696","Unemployment",163,"Dem",7,5,5,4.9,"B","Social",1,1,NA
"2697","California",169,"Dem",30,50,48,60.2,"B","Social",1,1,NA
"2698","Election",162,"Dem",240,200,223,224.6,"B","Social",1,1,NA
"2699","Unemployment",193,"Dem",8,8.5,7,4.9,"B","Social",1,1,NA
"2700","California",130,"Dem",40,42,50,60.2,"B","Social",1,1,NA
"2701","Unemployment",141,"Dem",4,4,3,4.9,"B","Social",1,1,NA
"2702","Election",178,"Dem",200,205,205,224.6,"B","Social",1,1,NA
"2703","Unemployment",172,"Dem",8,8,4,4.9,"B","Social",1,1,NA
"2704","California",142,"Dem",65,65,60,60.2,"B","Social",1,1,NA
"2705","Taxes",167,"Dem",39,15,15,14.6,"B","Social",1,1,NA
"2706","California",167,"Dem",21,60,60,60.2,"B","Social",1,1,NA
"2707","Election",167,"Dem",159,159,159,224.6,"B","Social",1,1,NA
"2708","Election",155,"Dem",170,225,259,224.6,"B","Social",1,1,NA
"2709","Election",172,"Dem",250,215,220,224.6,"B","Social",1,1,NA
"2710","Unemployment",178,"Dem",5.3,6,6,4.9,"B","Social",1,1,NA
"2711","Unemployment",155,"Dem",5,5,5,4.9,"B","Social",1,1,NA
"2712","Taxes",193,"Dem",15,16,15,14.6,"B","Social",1,1,NA
"2713","Election",793,"Dem",320,350,270,224.6,"B","Social",2,1,NA
"2714","Taxes",793,"Dem",15,20,20,14.6,"B","Social",2,1,NA
"2715","Unemployment",819,"Dem",4,4.7,4.7,4.9,"B","Social",2,1,NA
"2716","Election",754,"Dem",2,285,262,224.6,"B","Social",2,1,NA
"2717","Election",1031,"Dem",NA,NA,NA,224.6,"B","Social",2,1,NA
"2718","California",1051,"Dem",40,45,55,60.2,"B","Social",2,1,NA
"2719","Unemployment",926,"Dem",4,6,4,4.9,"B","Social",2,1,NA
"2720","Unemployment",754,"Dem",8,6,8,4.9,"B","Social",2,1,NA
"2721","California",892,"Dem",60,59,58,60.2,"B","Social",2,1,NA
"2722","Taxes",1000,"Dem",21,22,20,14.6,"B","Social",2,1,NA
"2723","Unemployment",849,"Dem",4.4,5,5,4.9,"B","Social",2,1,NA
"2724","Election",747,"Dem",86,240,86,224.6,"B","Social",2,1,NA
"2725","California",872,"Dem",44,42,48,60.2,"B","Social",2,1,NA
"2726","Unemployment",1048,"Dem",4,4.5,5,4.9,"B","Social",2,1,NA
"2727","Taxes",900,"Dem",20,21,20,14.6,"B","Social",2,1,NA
"2728","Election",736,"Dem",20,100,175,224.6,"B","Social",2,1,NA
"2729","California",819,"Dem",20,25,25,60.2,"B","Social",2,1,NA
"2730","California",1048,"Dem",NA,52,51,60.2,"B","Social",2,1,NA
"2731","Taxes",799,"Dem",15,20,15,14.6,"B","Social",2,1,NA
"2732","Taxes",1051,"Dem",20,20.5,30,14.6,"B","Social",2,1,NA
"2733","California",788,"Dem",55,49,49,60.2,"B","Social",2,1,NA
"2734","Taxes",763,"Dem",17,17,19,14.6,"B","Social",2,1,NA
"2735","Taxes",892,"Dem",15,16,19,14.6,"B","Social",2,1,NA
"2736","Taxes",791,"Dem",20,20,20,14.6,"B","Social",2,1,NA
"2737","California",900,"Dem",68,69,65,60.2,"B","Social",2,1,NA
"2738","California",976,"Dem",67,65,62,60.2,"B","Social",2,1,NA
"2739","Election",849,"Dem",220,225,240,224.6,"B","Social",2,1,NA
"2740","California",849,"Dem",40,50,55,60.2,"B","Social",2,1,NA
"2741","Taxes",754,"Dem",21.5,18,19,14.6,"B","Social",2,1,NA
"2742","Unemployment",892,"Dem",5,5,5,4.9,"B","Social",2,1,NA
"2743","Election",819,"Dem",NA,150,310,224.6,"B","Social",2,1,NA
"2744","Unemployment",747,"Dem",18,18,14,4.9,"B","Social",2,1,NA
"2745","Election",738,"Dem",250,500,340,224.6,"B","Social",2,1,NA
"2746","Election",763,"Dem",250,245,245,224.6,"B","Social",2,1,NA
"2747","California",778,"Dem",60,50,40,60.2,"B","Social",2,1,NA
"2748","Taxes",849,"Dem",20,22,24,14.6,"B","Social",2,1,NA
"2749","California",1031,"Dem",NA,NA,50,60.2,"B","Social",2,1,NA
"2750","Election",746,"Dem",350,190,180,224.6,"B","Social",2,1,NA
"2751","Unemployment",746,"Dem",8,5,4.8,4.9,"B","Social",2,1,NA
"2752","California",755,"Dem",22,40,45,60.2,"B","Social",2,1,NA
"2753","Unemployment",786,"Dem",10,4.7,5,4.9,"B","Social",2,1,NA
"2754","California",754,"Dem",60,55,58,60.2,"B","Social",2,1,NA
"2755","California",750,"Dem",30,36,28,60.2,"B","Social",2,1,NA
"2756","Election",1048,"Dem",1.5,215,195,224.6,"B","Social",2,1,NA
"2757","Unemployment",791,"Dem",4.5,4,4,4.9,"B","Social",2,1,NA
"2758","California",747,"Dem",32,32,32,60.2,"B","Social",2,1,NA
"2759","Taxes",756,"Dem",19,19,19,14.6,"B","Social",2,1,NA
"2760","Election",799,"Dem",200,175,200,224.6,"B","Social",2,1,NA
"2761","Election",872,"Dem",220,280,280,224.6,"B","Social",2,1,NA
"2762","Election",926,"Dem",200,262,195,224.6,"B","Social",2,1,NA
"2763","Election",787,"Dem",200,177,180,224.6,"B","Social",2,1,NA
"2764","Unemployment",843,"Dem",9,5,5,4.9,"B","Social",2,1,NA
"2765","California",746,"Dem",64,37,37,60.2,"B","Social",2,1,NA
"2766","Unemployment",1051,"Dem",65,45,33,4.9,"B","Social",2,1,NA
"2767","Taxes",819,"Dem",26,26,26,14.6,"B","Social",2,1,NA
"2768","Unemployment",738,"Dem",4,5,5,4.9,"B","Social",2,1,NA
"2769","Taxes",778,"Dem",35,25,30,14.6,"B","Social",2,1,NA
"2770","Taxes",774,"Dem",15,15,15,14.6,"B","Social",2,1,NA
"2771","Election",1051,"Dem",200,200,225,224.6,"B","Social",2,1,NA
"2772","Taxes",747,"Dem",36,36,36,14.6,"B","Social",2,1,NA
"2773","Election",755,"Dem",200,125,200,224.6,"B","Social",2,1,NA
"2774","Taxes",738,"Dem",22,NA,12,14.6,"B","Social",2,1,NA
"2775","California",799,"Dem",50,40,50,60.2,"B","Social",2,1,NA
"2776","Taxes",1048,"Dem",22,20,21.5,14.6,"B","Social",2,1,NA
"2777","Election",745,"Dem",269,300,285,224.6,"B","Social",2,1,NA
"2778","Unemployment",797,"Dem",8,10,10,4.9,"B","Social",2,1,NA
"2779","Taxes",755,"Dem",11,16,16,14.6,"B","Social",2,1,NA
"2780","Unemployment",793,"Dem",17,17,17,4.9,"B","Social",2,1,NA
"2781","Unemployment",765,"Dem",34,5,4.7,4.9,"B","Social",2,1,NA
"2782","California",763,"Dem",55,50,45,60.2,"B","Social",2,1,NA
"2783","California",765,"Dem",45,46,44,60.2,"B","Social",2,1,NA
"2784","Election",900,"Dem",230,245,250,224.6,"B","Social",2,1,NA
"2785","California",791,"Dem",55,55,56,60.2,"B","Social",2,1,NA
"2786","Unemployment",787,"Dem",4.7,5,5,4.9,"B","Social",2,1,NA
"2787","Taxes",788,"Dem",16,16,16,14.6,"B","Social",2,1,NA
"2788","Election",788,"Dem",200,240,245,224.6,"B","Social",2,1,NA
"2789","Taxes",765,"Dem",21,43,7,14.6,"B","Social",2,1,NA
"2790","California",798,"Dem",51,51,51,60.2,"B","Social",2,1,NA
"2791","California",745,"Dem",55,45,44,60.2,"B","Social",2,1,NA
"2792","Election",786,"Dem",500,75,328,224.6,"B","Social",2,1,NA
"2793","Taxes",872,"Dem",12,12,17,14.6,"B","Social",2,1,NA
"2794","Election",765,"Dem",435,10,9,224.6,"B","Social",2,1,NA
"2795","Unemployment",778,"Dem",7,8,9,4.9,"B","Social",2,1,NA
"2796","California",843,"Dem",22,28,NA,60.2,"B","Social",2,1,NA
"2797","California",738,"Dem",45,50,50,60.2,"B","Social",2,1,NA
"2798","Unemployment",872,"Dem",4.7,4.7,5,4.9,"B","Social",2,1,NA
"2799","California",793,"Dem",62,62,55,60.2,"B","Social",2,1,NA
"2800","Unemployment",736,"Dem",9,8.5,7,4.9,"B","Social",2,1,NA
"2801","Unemployment",755,"Dem",6,5,5,4.9,"B","Social",2,1,NA
"2802","Unemployment",976,"Dem",4.7,4,4,4.9,"B","Social",2,1,NA
"2803","Unemployment",900,"Dem",8,6,7,4.9,"B","Social",2,1,NA
"2804","Taxes",926,"Dem",20,21,16,14.6,"B","Social",2,1,NA
"2805","Taxes",1086,"Dem",15.5,15.5,15,14.6,"B","Social",2,1,NA
"2806","Election",843,"Dem",235,245,160,224.6,"B","Social",2,1,NA
"2807","California",1000,"Dem",44,46,41,60.2,"B","Social",2,1,NA
"2808","Election",756,"Dem",10,245,245,224.6,"B","Social",2,1,NA
"2809","Taxes",1031,"Dem",NA,NA,15,14.6,"B","Social",2,1,NA
"2810","Unemployment",1000,"Dem",4.6,4.9,5,4.9,"B","Social",2,1,NA
"2811","Election",892,"Dem",250,250,250,224.6,"B","Social",2,1,NA
"2812","Unemployment",774,"Dem",5,4.7,5,4.9,"B","Social",2,1,NA
"2813","Election",750,"Dem",160,379,170,224.6,"B","Social",2,1,NA
"2814","Unemployment",788,"Dem",6,6,7,4.9,"B","Social",2,1,NA
"2815","California",926,"Dem",35,38,39,60.2,"B","Social",2,1,NA
"2816","Taxes",976,"Dem",20,18,18,14.6,"B","Social",2,1,NA
"2817","Election",798,"Dem",300,300,400,224.6,"B","Social",2,1,NA
"2818","Taxes",797,"Dem",12.5,15,15,14.6,"B","Social",2,1,NA
"2819","California",1086,"Dem",28,24,26,60.2,"B","Social",2,1,NA
"2820","California",787,"Dem",67,41,44,60.2,"B","Social",2,1,NA
"2821","Election",976,"Dem",200,190,250,224.6,"B","Social",2,1,NA
"2822","Election",778,"Dem",300,250,200,224.6,"B","Social",2,1,NA
"2823","Taxes",787,"Dem",18.3,18,18,14.6,"B","Social",2,1,NA
"2824","Election",1000,"Dem",225,200,190,224.6,"B","Social",2,1,NA
"2825","California",751,"Dem",50,52,45,60.2,"B","Social",2,1,NA
"2826","Unemployment",1031,"Dem",NA,4.7,5,4.9,"B","Social",2,1,NA
"2827","Taxes",745,"Dem",20,25,23,14.6,"B","Social",2,1,NA
"2828","California",774,"Dem",35,50,50,60.2,"B","Social",2,1,NA
"2829","Election",774,"Dem",200,300,200,224.6,"B","Social",2,1,NA
"2830","Unemployment",798,"Dem",4.7,5,5,4.9,"B","Social",2,1,NA
"2831","Taxes",798,"Dem",28,13,13.5,14.6,"B","Social",2,1,NA
"2832","Taxes",750,"Dem",20,15,25,14.6,"B","Social",2,1,NA
"2833","Taxes",736,"Dem",30,20,19,14.6,"B","Social",2,1,NA
"2834","Taxes",843,"Dem",28,30,14,14.6,"B","Social",2,1,NA
"2835","California",756,"Dem",25,48,48,60.2,"B","Social",2,1,NA
"2836","Election",791,"Dem",275,275,275,224.6,"B","Social",2,1,NA
"2837","Taxes",786,"Dem",34,10,15,14.6,"B","Social",2,1,NA
"2838","Taxes",751,"Dem",25,26,27,14.6,"B","Social",2,1,NA
"2839","Unemployment",750,"Dem",35,20,10,4.9,"B","Social",2,1,NA
"2840","Unemployment",763,"Dem",6,5.5,5,4.9,"B","Social",2,1,NA
"2841","Unemployment",745,"Dem",7,6,5,4.9,"B","Social",2,1,NA
"2842","California",797,"Dem",60,35,37.5,60.2,"B","Social",2,1,NA
"2843","Unemployment",1086,"Dem",7.1,5,5,4.9,"B","Social",2,1,NA
"2844","Election",797,"Dem",500,250,250,224.6,"B","Social",2,1,NA
"2845","California",736,"Dem",25,30,35,60.2,"B","Social",2,1,NA
"2846","Election",1086,"Dem",NA,180,25,224.6,"B","Social",2,1,NA
"2847","Unemployment",751,"Dem",10,12,8,4.9,"B","Social",2,1,NA
"2848","Taxes",746,"Dem",15,20,16,14.6,"B","Social",2,1,NA
"2849","Election",751,"Dem",200,190,250,224.6,"B","Social",2,1,NA
"2850","California",786,"Dem",15,20,35,60.2,"B","Social",2,1,NA
"2851","Unemployment",756,"Dem",5.9,5.9,6,4.9,"B","Social",2,1,NA
"2852","Unemployment",799,"Dem",7,6,6,4.9,"B","Social",2,1,NA
"2853","Taxes",51,"Repub",19,20,20,14.6,"A","Social",1,1,NA
"2854","California",13,"Repub",37,45,47,60.2,"A","Social",1,1,NA
"2855","Taxes",27,"Repub",15,17,21,14.6,"A","Social",1,1,NA
"2856","Taxes",56,"Repub",18,2,21,14.6,"A","Social",1,1,NA
"2857","Unemployment",37,"Repub",5,5,5,4.9,"A","Social",1,1,NA
"2858","California",510,"Repub",65,54,54,60.2,"A","Social",1,1,NA
"2859","Taxes",9,"Repub",16,23,17,14.6,"A","Social",1,1,NA
"2860","Unemployment",39,"Repub",17,13,9,4.9,"A","Social",1,1,NA
"2861","Taxes",510,"Repub",21,19,20,14.6,"A","Social",1,1,NA
"2862","Taxes",69,"Repub",12,19,19,14.6,"A","Social",1,1,NA
"2863","California",49,"Repub",50,47,47,60.2,"A","Social",1,1,NA
"2864","Election",69,"Repub",NA,75,75,224.6,"A","Social",1,1,NA
"2865","Taxes",37,"Repub",20,18,15,14.6,"A","Social",1,1,NA
"2866","Unemployment",25,"Repub",15,5,5,4.9,"A","Social",1,1,NA
"2867","Election",40,"Repub",275,227,227,224.6,"A","Social",1,1,NA
"2868","Election",284,"Repub",NA,NA,NA,224.6,"A","Social",1,1,NA
"2869","Unemployment",69,"Repub",5,5,5,4.9,"A","Social",1,1,NA
"2870","Election",510,"Repub",NA,270,280,224.6,"A","Social",1,1,NA
"2871","California",601,"Repub",23,NA,NA,60.2,"A","Social",1,1,NA
"2872","California",1016,"Repub",40,58,64,60.2,"A","Social",1,1,NA
"2873","California",25,"Repub",55,55,55,60.2,"A","Social",1,1,NA
"2874","Election",636,"Repub",300,295,NA,224.6,"A","Social",1,1,NA
"2875","Unemployment",12,"Repub",18,12,12,4.9,"A","Social",1,1,NA
"2876","Election",49,"Repub",300,300,175,224.6,"A","Social",1,1,NA
"2877","Election",13,"Repub",300,250,275,224.6,"A","Social",1,1,NA
"2878","Taxes",49,"Repub",22,17,17,14.6,"A","Social",1,1,NA
"2879","Taxes",19,"Repub",25,25,20,14.6,"A","Social",1,1,NA
"2880","Election",12,"Repub",220,220,235,224.6,"A","Social",1,1,NA
"2881","Election",11,"Repub",100,200,210,224.6,"A","Social",1,1,NA
"2882","California",19,"Repub",50,50,50,60.2,"A","Social",1,1,NA
"2883","California",34,"Repub",45,45,45,60.2,"A","Social",1,1,NA
"2884","Unemployment",510,"Repub",4.6,NA,5,4.9,"A","Social",1,1,NA
"2885","California",88,"Repub",49,NA,58,60.2,"A","Social",1,1,NA
"2886","California",89,"Repub",55,55,55,60.2,"A","Social",1,1,NA
"2887","Election",14,"Repub",280,250,NA,224.6,"A","Social",1,1,NA
"2888","Election",15,"Repub",142,174,190,224.6,"A","Social",1,1,NA
"2889","California",51,"Repub",40,27,62,60.2,"A","Social",1,1,NA
"2890","Unemployment",49,"Repub",7,8,8,4.9,"A","Social",1,1,NA
"2891","California",12,"Repub",68,64,58,60.2,"A","Social",1,1,NA
"2892","Unemployment",11,"Repub",7,7.2,7.2,4.9,"A","Social",1,1,NA
"2893","Election",35,"Repub",125,205,189,224.6,"A","Social",1,1,NA
"2894","Election",56,"Repub",100,225,355,224.6,"A","Social",1,1,NA
"2895","California",284,"Repub",NA,NA,NA,60.2,"A","Social",1,1,NA
"2896","Taxes",55,"Repub",22,22,23,14.6,"A","Social",1,1,NA
"2897","California",78,"Repub",45,42,28,60.2,"A","Social",1,1,NA
"2898","Election",89,"Repub",345,200,265,224.6,"A","Social",1,1,NA
"2899","California",15,"Repub",67,56,43,60.2,"A","Social",1,1,NA
"2900","Election",25,"Repub",250,300,250,224.6,"A","Social",1,1,NA
"2901","California",39,"Repub",55,65,60,60.2,"A","Social",1,1,NA
"2902","California",69,"Repub",25,46,60,60.2,"A","Social",1,1,NA
"2903","Election",764,"Repub",187,NA,227,224.6,"A","Social",1,1,NA
"2904","Unemployment",764,"Repub",5,4.7,4.7,4.9,"A","Social",1,1,NA
"2905","Taxes",35,"Repub",27,NA,18,14.6,"A","Social",1,1,NA
"2906","Unemployment",35,"Repub",4.7,5,5,4.9,"A","Social",1,1,NA
"2907","California",764,"Repub",43,43,43,60.2,"A","Social",1,1,NA
"2908","Unemployment",27,"Repub",4,5,4,4.9,"A","Social",1,1,NA
"2909","Taxes",14,"Repub",17,15,8,14.6,"A","Social",1,1,NA
"2910","Election",78,"Repub",218,9.3,9.3,224.6,"A","Social",1,1,NA
"2911","Unemployment",55,"Repub",8,8,5,4.9,"A","Social",1,1,NA
"2912","Election",55,"Repub",175,172,190,224.6,"A","Social",1,1,NA
"2913","Taxes",74,"Repub",22,13,20,14.6,"A","Social",1,1,NA
"2914","California",40,"Repub",74,65,40,60.2,"A","Social",1,1,NA
"2915","Unemployment",51,"Repub",5,5,5,4.9,"A","Social",1,1,NA
"2916","California",14,"Repub",NA,24,24,60.2,"A","Social",1,1,NA
"2917","California",11,"Repub",30,27,26,60.2,"A","Social",1,1,NA
"2918","Taxes",13,"Repub",13,15,15,14.6,"A","Social",1,1,NA
"2919","Election",51,"Repub",1,5,74.6,224.6,"A","Social",1,1,NA
"2920","Election",601,"Repub",100,125,128,224.6,"A","Social",1,1,NA
"2921","Unemployment",284,"Repub",NA,NA,NA,4.9,"A","Social",1,1,NA
"2922","Unemployment",1016,"Repub",5,6,4.6,4.9,"A","Social",1,1,NA
"2923","Unemployment",19,"Repub",8,6,5,4.9,"A","Social",1,1,NA
"2924","California",56,"Repub",17,35,23,60.2,"A","Social",1,1,NA
"2925","Election",9,"Repub",251,323,237,224.6,"A","Social",1,1,NA
"2926","Taxes",78,"Repub",84,85,85,14.6,"A","Social",1,1,NA
"2927","Taxes",764,"Repub",24,15,18,14.6,"A","Social",1,1,NA
"2928","California",670,"Repub",60,65,66,60.2,"A","Social",1,1,NA
"2929","Unemployment",636,"Repub",11,8,7,4.9,"A","Social",1,1,NA
"2930","Election",27,"Repub",350,200,225,224.6,"A","Social",1,1,NA
"2931","Election",68,"Repub",180,180,180,224.6,"A","Social",1,1,NA
"2932","Taxes",25,"Repub",22,20,20,14.6,"A","Social",1,1,NA
"2933","Unemployment",22,"Repub",4,7,8,4.9,"A","Social",1,1,NA
"2934","Taxes",34,"Repub",10,15,15,14.6,"A","Social",1,1,NA
"2935","Taxes",11,"Repub",19,14,13,14.6,"A","Social",1,1,NA
"2936","Taxes",88,"Repub",12,11,11,14.6,"A","Social",1,1,NA
"2937","Unemployment",15,"Repub",9,6,11,4.9,"A","Social",1,1,NA
"2938","Taxes",89,"Repub",22.5,22.5,22.5,14.6,"A","Social",1,1,NA
"2939","Taxes",15,"Repub",22,28,36,14.6,"A","Social",1,1,NA
"2940","California",74,"Repub",61,71,59,60.2,"A","Social",1,1,NA
"2941","Unemployment",88,"Repub",5,4.7,5,4.9,"A","Social",1,1,NA
"2942","Unemployment",13,"Repub",3.5,5,6,4.9,"A","Social",1,1,NA
"2943","Election",39,"Repub",300,175,225,224.6,"A","Social",1,1,NA
"2944","Unemployment",14,"Repub",5,5,NA,4.9,"A","Social",1,1,NA
"2945","California",35,"Repub",93,42,46,60.2,"A","Social",1,1,NA
"2946","California",27,"Repub",40,45,45,60.2,"A","Social",1,1,NA
"2947","Election",1016,"Repub",80,280,310,224.6,"A","Social",1,1,NA
"2948","Unemployment",56,"Repub",5,7,4,4.9,"A","Social",1,1,NA
"2949","Unemployment",34,"Repub",8,8,8,4.9,"A","Social",1,1,NA
"2950","Election",670,"Repub",200,220,210,224.6,"A","Social",1,1,NA
"2951","Election",19,"Repub",275,270,260,224.6,"A","Social",1,1,NA
"2952","Unemployment",78,"Repub",5.8,5.2,4.7,4.9,"A","Social",1,1,NA
"2953","Unemployment",670,"Repub",8,10,8,4.9,"A","Social",1,1,NA
"2954","California",636,"Repub",56,45,45,60.2,"A","Social",1,1,NA
"2955","Unemployment",1003,"Repub",13,9,8,4.9,"A","Social",1,1,NA
"2956","Election",44,"Repub",NA,50,233,224.6,"A","Social",1,1,NA
"2957","Taxes",636,"Repub",20,16,15,14.6,"A","Social",1,1,NA
"2958","Taxes",80,"Repub",20,11.5,11.5,14.6,"A","Social",1,1,NA
"2959","Taxes",44,"Repub",NA,NA,13,14.6,"A","Social",1,1,NA
"2960","Taxes",12,"Repub",35,18,18,14.6,"A","Social",1,1,NA
"2961","Unemployment",9,"Repub",9,8,8,4.9,"A","Social",1,1,NA
"2962","Taxes",1003,"Repub",17,19,21,14.6,"A","Social",1,1,NA
"2963","Unemployment",44,"Repub",5,NA,5,4.9,"A","Social",1,1,NA
"2964","Election",1003,"Repub",130,220,210,224.6,"A","Social",1,1,NA
"2965","Taxes",670,"Repub",16,16.5,16,14.6,"A","Social",1,1,NA
"2966","California",55,"Repub",40,50,42,60.2,"A","Social",1,1,NA
"2967","California",44,"Repub",NA,29,38,60.2,"A","Social",1,1,NA
"2968","Election",34,"Repub",150,175,175,224.6,"A","Social",1,1,NA
"2969","Unemployment",89,"Repub",9,8,8,4.9,"A","Social",1,1,NA
"2970","Election",88,"Repub",240,NA,NA,224.6,"A","Social",1,1,NA
"2971","California",9,"Repub",NA,29,34,60.2,"A","Social",1,1,NA
"2972","Election",37,"Repub",250,166,170,224.6,"A","Social",1,1,NA
"2973","California",22,"Repub",42,41,43,60.2,"A","Social",1,1,NA
"2974","California",68,"Repub",22,24,43,60.2,"A","Social",1,1,NA
"2975","Taxes",68,"Repub",30,32,36,14.6,"A","Social",1,1,NA
"2976","California",37,"Repub",44,51,48,60.2,"A","Social",1,1,NA
"2977","Unemployment",40,"Repub",4,4.5,4.5,4.9,"A","Social",1,1,NA
"2978","Unemployment",68,"Repub",5,5,5,4.9,"A","Social",1,1,NA
"2979","California",1003,"Repub",47,43,45,60.2,"A","Social",1,1,NA
"2980","Unemployment",74,"Repub",17,11,7,4.9,"A","Social",1,1,NA
"2981","Taxes",39,"Repub",25,23,20,14.6,"A","Social",1,1,NA
"2982","Taxes",1016,"Repub",20,17,15,14.6,"A","Social",1,1,NA
"2983","Election",22,"Repub",172,205,187,224.6,"A","Social",1,1,NA
"2984","Taxes",284,"Repub",NA,28,13,14.6,"A","Social",1,1,NA
"2985","Taxes",40,"Repub",12,NA,23,14.6,"A","Social",1,1,NA
"2986","Election",74,"Repub",210,245,215,224.6,"A","Social",1,1,NA
"2987","Election",80,"Repub",300,205,260,224.6,"A","Social",1,1,NA
"2988","Unemployment",80,"Repub",40,25,4.9,4.9,"A","Social",1,1,NA
"2989","Taxes",22,"Repub",21,17,16,14.6,"A","Social",1,1,NA
"2990","California",80,"Repub",75,75,60,60.2,"A","Social",1,1,NA
"2991","Taxes",1054,"Repub",27,27,27,14.6,"B","Social",1,1,NA
"2992","Unemployment",964,"Repub",60,15,11,4.9,"B","Social",1,1,NA
"2993","California",1054,"Repub",23,23,25,60.2,"B","Social",1,1,NA
"2994","California",988,"Repub",62,62,62,60.2,"B","Social",1,1,NA
"2995","Election",1012,"Repub",200,225,218,224.6,"B","Social",1,1,NA
"2996","Unemployment",974,"Repub",7,6,5,4.9,"B","Social",1,1,NA
"2997","Taxes",1083,"Repub",29,35,26,14.6,"B","Social",1,1,NA
"2998","Election",1054,"Repub",37,37,50,224.6,"B","Social",1,1,NA
"2999","Election",1018,"Repub",225,200,200,224.6,"B","Social",1,1,NA
